2023-06-01		12:22:56	f87479fb-a4a9-4394-a458-a235fdbca80d	 GET	undefined	/ 
2023-06-01		12:22:56	4122787e-630b-47e7-801a-37ccb7e44771	 GET	undefined	/css/style.css 
2023-06-01		12:31:45	8d1df2f5-65c3-4666-b61b-52a273e6502f	 OPTIONS	https://www.google.com	/ 
2023-06-01		12:31:45	bc2cef26-f51e-462b-a90d-1b7bafbe6b57	 GET	https://www.google.com	/ 
2023-06-01		12:32:34	7bf12a40-daa8-46b7-84e7-aca2345287a2	 OPTIONS	https://www.google.com	/ 
2023-06-01		12:32:34	52636f0b-a055-4cb6-bdf5-28c95ba15931	 GET	https://www.google.com	/ 
2023-06-01		12:36:33	8ad3ff2a-50e9-4b10-80ac-a5075c7a0cb1	 OPTIONS	https://www.google.com	/ 
2023-06-01		12:36:33	84ebb41d-d7ea-4bf2-af02-c5a439800b80	 GET	https://www.google.com	/ 
2023-06-01		12:41:07	780a73d2-5a50-4db5-9297-1f520599ecdf	 OPTIONS	https://www.google.com	/ 
2023-06-01		12:41:07	b6ad7d03-d380-4d27-bf68-552b6f936aa0	 GET	https://www.google.com	/ 
2023-06-01		12:48:06	b4f87ba3-8a87-4f69-b214-220958dae172	 OPTIONS	https://www.google.com	/ 
2023-06-01		12:48:06	1353d2a7-3304-4f33-a295-6c38e0808636	 GET	https://www.google.com	/ 
2023-06-01		12:56:13	dfc63380-67e9-43d3-b672-c6f50ec79584	 OPTIONS	https://www.google.com	/ 
2023-06-01		12:56:13	7784e1f0-d511-4289-bf4b-bd7d221c975d	 GET	https://www.google.com	/ 
2023-06-01		12:59:04	ac5f504a-590e-4550-93cc-224df37a2d4e	 OPTIONS	https://www.google.com	/ 
2023-06-01		12:59:04	99b7d66c-2d0b-4403-b79c-56c10b1f425c	 GET	https://www.google.com	/ 
2023-06-01		13:00:18	b6d1f887-d2b2-457c-b85a-a762dac7e0d1	 GET	https://www.google.com	/ 
2023-06-01		13:01:27	f61868e3-3727-4142-9a6a-acd8c6cdd3ff	 GET	https://alchemypay.org	/ 
2023-06-01		13:10:42	12614b92-e6e5-4faa-b9d2-939be4567bba	 OPTIONS	https://www.google.com	/ 
2023-06-01		13:10:42	2d81f180-6b24-4c06-a70d-2be07b8e300c	 GET	https://www.google.com	/ 
2023-06-01		13:11:36	d23a793c-2905-4b7d-832c-097ebc53fd4e	 OPTIONS	https://www.google.com	/ 
2023-06-01		13:11:36	93e59c44-803d-4e0f-9bb6-4ce880b7de1f	 GET	https://www.google.com	/ 
2023-06-01		13:12:32	910d18f3-baeb-4c52-8dba-9edbffa2fff9	 OPTIONS	https://www.google.com	/ 
2023-06-01		13:12:32	83a91401-54fa-48ec-946d-46a723bc9e81	 GET	https://www.google.com	/ 
2023-06-01		13:15:05	e3265b19-0bb4-4bfe-9630-dc62ff447d9b	 OPTIONS	https://www.google.com	/ 
2023-06-01		13:15:05	5cb145b5-33bf-4180-ad5f-ee4dcec44d5b	 GET	https://www.google.com	/ 
2023-06-01		13:18:53	5dd555a7-224d-4bad-bff1-f7405c82cef7	 OPTIONS	https://www.google.com	/ 
2023-06-01		13:18:53	97466ec8-6c97-4f75-a6b4-5daefdfb4507	 GET	https://www.google.com	/ 
2023-06-01		13:20:03	db7f85b9-3bb2-429b-805c-df5cebe4518f	 OPTIONS	https://www.google.com	/ 
2023-06-01		13:20:03	0de79b5d-01c8-4766-b89a-000b7be4cae5	 GET	https://www.google.com	/ 
2023-06-01		13:22:35	4a3c942a-516c-400c-8820-496963154502	 OPTIONS	https://www.google.com	/ 
2023-06-01		13:22:35	524a3ebc-1efc-4881-8e92-95077c445eab	 GET	https://www.google.com	/ 
